PlaceName,Administration Type,State Name,State Codename,Population,Town Class
Nalasopara,M Cl,MAHARASHTRA,MAH,184538,I
Naldurg,M Cl,MAHARASHTRA,MAH,15989,IV
Nanded-Waghala,M Corp.,MAHARASHTRA,MAH,430733,I
Nandgaon,M Cl,MAHARASHTRA,MAH,23195,III
Nandura,M Cl,MAHARASHTRA,MAH,37469,III
Nandurbar,M Cl,MAHARASHTRA,MAH,94368,II
Narkhed,M Cl,MAHARASHTRA,MAH,21537,III
Nashik,UA,MAHARASHTRA,MAH,1152326,I
"Navi Mumbai Panvel, Raigarh",CT,MAHARASHTRA,MAH,81855,II
Nawapur,M Cl,MAHARASHTRA,MAH,29979,III
Neral,CT,MAHARASHTRA,MAH,14739,IV
Nilanga,M Cl,MAHARASHTRA,MAH,31662,III
Nildoh,CT,MAHARASHTRA,MAH,15381,IV
Nimbhore Budruk,CT,MAHARASHTRA,MAH,8448,V
Osmanabad,M Cl,MAHARASHTRA,MAH,80625,II
Ozar,CT,MAHARASHTRA,MAH,45954,III
Pachgaon,CT,MAHARASHTRA,MAH,11991,IV
Pachora,M Cl,MAHARASHTRA,MAH,45333,III
Padagha,CT,MAHARASHTRA,MAH,5047,V
Paithan,M Cl,MAHARASHTRA,MAH,34518,III
Palghar,M Cl,MAHARASHTRA,MAH,52677,II
Pali,CT,MAHARASHTRA,MAH,8172,V
Panchgani,M Cl,MAHARASHTRA,MAH,13280,IV
Pandharkaoda,M Cl,MAHARASHTRA,MAH,26572,III
Pandharpur,CT,MAHARASHTRA,MAH,9696,V
Pandharpur,M Cl,MAHARASHTRA,MAH,91379,II
Panhala,M Cl,MAHARASHTRA,MAH,3452,VI
Panvel,M Cl,MAHARASHTRA,MAH,104058,I
Paranda,M Cl,MAHARASHTRA,MAH,16990,IV
Parbhani,M Cl,MAHARASHTRA,MAH,259329,I
Parli,M Cl,MAHARASHTRA,MAH,88537,II
Parola,M Cl,MAHARASHTRA,MAH,34799,III
Partur,M Cl,MAHARASHTRA,MAH,29012,III
Pasthal,CT,MAHARASHTRA,MAH,16185,IV
Patan,CT,MAHARASHTRA,MAH,11598,IV
Pathardi,M Cl,MAHARASHTRA,MAH,22827,III
Pathri,M Cl,MAHARASHTRA,MAH,32001,III
Patur,M Cl,MAHARASHTRA,MAH,20538,III
Pauni,M Cl,MAHARASHTRA,MAH,22587,III
Pen,M Cl,MAHARASHTRA,MAH,30201,III
Peth Umri,M Cl,MAHARASHTRA,MAH,11151,IV
Phaltan,M Cl,MAHARASHTRA,MAH,50800,II
Poladpur,CT,MAHARASHTRA,MAH,5297,V
Pulgaon,M Cl,MAHARASHTRA,MAH,36522,III
Pune,UA,MAHARASHTRA,MAH,3760636,I
Purna,M Cl,MAHARASHTRA,MAH,33225,III
Purushottamnagar,CT,MAHARASHTRA,MAH,3594,VI
Pusad,M Cl,MAHARASHTRA,MAH,67166,II
Rahimatpur,M Cl,MAHARASHTRA,MAH,16554,IV
Rahta Pimplas,M Cl,MAHARASHTRA,MAH,19019,IV
Rahuri,M Cl,MAHARASHTRA,MAH,34476,III
Rajapur,M Cl,MAHARASHTRA,MAH,10499,IV
Rajgurunagar Khed,CT,MAHARASHTRA,MAH,17636,IV
Rajur,CT,MAHARASHTRA,MAH,11675,IV
Rajura,M Cl,MAHARASHTRA,MAH,25843,III
Ramtek,M Cl,MAHARASHTRA,MAH,22516,III
Ratnagiri,M Cl,MAHARASHTRA,MAH,70383,II
Raver,M Cl,MAHARASHTRA,MAH,25993,III
Risod,M Cl,MAHARASHTRA,MAH,27516,III
Roha Ashtami,M Cl,MAHARASHTRA,MAH,19071,IV
Sailu,M Cl,MAHARASHTRA,MAH,39851,III
Sangamner,M Cl,MAHARASHTRA,MAH,61958,II
Sangli,UA,MAHARASHTRA,MAH,447774,I
Sangole,M Cl,MAHARASHTRA,MAH,28116,III
Sasti,CT,MAHARASHTRA,MAH,5458,V
Sasvad,M Cl,MAHARASHTRA,MAH,26689,III
Satana,M Cl,MAHARASHTRA,MAH,32561,III
Satara,M Cl,MAHARASHTRA,MAH,108048,I
Savda,M Cl,MAHARASHTRA,MAH,19332,IV
Savner,M Cl,MAHARASHTRA,MAH,26712,III
Sawantwadi,M Cl,MAHARASHTRA,MAH,22901,III
Sawari Jawharnagar,CT,MAHARASHTRA,MAH,11965,IV
Shahade,M Cl,MAHARASHTRA,MAH,49696,III
Shahapur,CT,MAHARASHTRA,MAH,10490,IV
Shegaon,M Cl,MAHARASHTRA,MAH,52423,II
Shelar,CT,MAHARASHTRA,MAH,10612,IV
Shendurjana,M Cl,MAHARASHTRA,MAH,21083,III
Shirdi,M Cl,MAHARASHTRA,MAH,26184,III
Shirpur-Warwade,M Cl,MAHARASHTRA,MAH,61694,II
Shirur,M Cl,MAHARASHTRA,MAH,26999,III
Shirwal,CT,MAHARASHTRA,MAH,11836,IV
Shivaji Nagar,CT,MAHARASHTRA,MAH,14797,IV
Shivatkar Nira,CT,MAHARASHTRA,MAH,10135,IV
Shrigonda,M Cl,MAHARASHTRA,MAH,26324,III
Shrirampur,UA,MAHARASHTRA,MAH,88761,II
Shrivardhan,M Cl,MAHARASHTRA,MAH,15186,IV
Sillewada,CT,MAHARASHTRA,MAH,8503,V
Sillod,M Cl,MAHARASHTRA,MAH,43867,III
Sindi,M Cl,MAHARASHTRA,MAH,13052,IV
Sindi Turf Hindnagar,CT,MAHARASHTRA,MAH,15554,IV
Sindkhed Raja,M Cl,MAHARASHTRA,MAH,13941,IV
Singnapur,CT,MAHARASHTRA,MAH,10860,IV
Sinnar,M Cl,MAHARASHTRA,MAH,31630,III
Solapur,M Corp.,MAHARASHTRA,MAH,872478,I
Sonegaon Nipani,CT,MAHARASHTRA,MAH,12005,IV
Sonpeth,M Cl,MAHARASHTRA,MAH,13022,IV
Soyagaon,CT,MAHARASHTRA,MAH,21819,III
Surgana,CT,MAHARASHTRA,MAH,6147,V
Talegaon Dabhade,M Cl,MAHARASHTRA,MAH,42578,III
Talode,M Cl,MAHARASHTRA,MAH,25036,III
Taloje Panchnad,CT,MAHARASHTRA,MAH,10839,IV
Tarapur,CT,MAHARASHTRA,MAH,7014,V
Tasgaon,M Cl,MAHARASHTRA,MAH,33457,III
Tathavade,CT,MAHARASHTRA,MAH,7976,V
Telhara,M Cl,MAHARASHTRA,MAH,18906,IV
Tirora,M Cl,MAHARASHTRA,MAH,22529,III
Totaladoh,CT,MAHARASHTRA,MAH,2336,VI
Trimbak,M Cl,MAHARASHTRA,MAH,9804,V
Tuljapur,M Cl,MAHARASHTRA,MAH,31706,III
Tumsar,M Cl,MAHARASHTRA,MAH,42021,III
Uchgaon,CT,MAHARASHTRA,MAH,22548,III
Udgir,M Cl,MAHARASHTRA,MAH,91933,II
Umarga,M Cl,MAHARASHTRA,MAH,30178,III
Umarkhed,M Cl,MAHARASHTRA,MAH,34059,III
Umbar Pada Nandade,CT,MAHARASHTRA,MAH,5689,V
Umred,M Cl,MAHARASHTRA,MAH,49577,III
Umri Pragane Balapur,CT,MAHARASHTRA,MAH,16264,IV
Uran,M Cl,MAHARASHTRA,MAH,23251,III
Uran Islampur,M Cl,MAHARASHTRA,MAH,58330,II
Utekhol,CT,MAHARASHTRA,MAH,7291,V
Vada,CT,MAHARASHTRA,MAH,14286,IV
Vadgaon,CT,MAHARASHTRA,MAH,11364,IV
Vadgaon Kasba,M Cl,MAHARASHTRA,MAH,22758,III
Vaijapur,M Cl,MAHARASHTRA,MAH,37064,III
Vanvadi Sadashivgad,CT,MAHARASHTRA,MAH,3942,VI
Vasai,UA,MAHARASHTRA,MAH,174396,I
Vasantnagar,CT,MAHARASHTRA,MAH,4116,VI
Vashind,CT,MAHARASHTRA,MAH,15881,IV
Vengurla,M Cl,MAHARASHTRA,MAH,12471,IV
Virar,M Cl,MAHARASHTRA,MAH,118928,I
Vita,M Cl,MAHARASHTRA,MAH,41804,III
Wadgaon Road,CT,MAHARASHTRA,MAH,30756,III
Waghapur,CT,MAHARASHTRA,MAH,8307,V
Wai,M Cl,MAHARASHTRA,MAH,31110,III
Wajegaon,CT,MAHARASHTRA,MAH,7664,V
Walani,CT,MAHARASHTRA,MAH,10716,IV
Waliv,CT,MAHARASHTRA,MAH,15388,IV
Wanadongri,CT,MAHARASHTRA,MAH,17181,IV
Wani,M Cl,MAHARASHTRA,MAH,52834,II
Wardha,M Cl,MAHARASHTRA,MAH,111118,I
Warora,M Cl,MAHARASHTRA,MAH,41971,III
Warud,M Cl,MAHARASHTRA,MAH,41005,III
Washim,M Cl,MAHARASHTRA,MAH,62956,II
Yavatmal,UA,MAHARASHTRA,MAH,139835,I
Yawal,M Cl,MAHARASHTRA,MAH,31803,III
Yerkheda,CT,MAHARASHTRA,MAH,10376,IV
Yevla,M Cl,MAHARASHTRA,MAH,43207,III
Arki,NP,HIMACHAL_PRADESH,HP,2877,VI
Baddi,NP,HIMACHAL_PRADESH,HP,22601,III
Bakloh,CB,HIMACHAL_PRADESH,HP,1810,VI
Banjar,NP,HIMACHAL_PRADESH,HP,1262,VI
Bhota,NP,HIMACHAL_PRADESH,HP,1472,VI
Bhuntar,NP,HIMACHAL_PRADESH,HP,4260,VI
Bilaspur,M Cl,HIMACHAL_PRADESH,HP,13058,IV
Chamba,M Cl,HIMACHAL_PRADESH,HP,20327,III
Chaupal,NP,HIMACHAL_PRADESH,HP,1507,VI
Chuari Khas,NP,HIMACHAL_PRADESH,HP,3016,VI
Dagshai,CB,HIMACHAL_PRADESH,HP,2750,VI
Dalhousie,CB,HIMACHAL_PRADESH,HP,1964,VI
Dalhousie,M Cl,HIMACHAL_PRADESH,HP,7425,V
Daulatpur,NP,HIMACHAL_PRADESH,HP,3354,VI
Dera Gopipur,NP,HIMACHAL_PRADESH,HP,4336,VI
Dharmsala,M Cl,HIMACHAL_PRADESH,HP,19124,IV
Gagret,NP,HIMACHAL_PRADESH,HP,3181,VI
Ghumarwin,NP,HIMACHAL_PRADESH,HP,5721,V
Hamirpur,M Cl,HIMACHAL_PRADESH,HP,17252,IV
Jawalamukhi,NP,HIMACHAL_PRADESH,HP,4931,VI
Jogindarnagar,NP,HIMACHAL_PRADESH,HP,5048,V
Jubbal,NP,HIMACHAL_PRADESH,HP,1346,VI
Kangra,M Cl,HIMACHAL_PRADESH,HP,9156,V
Kasauli,CB,HIMACHAL_PRADESH,HP,4990,VI
Kotkhai,NP,HIMACHAL_PRADESH,HP,1149,VI
Kullu,M Cl,HIMACHAL_PRADESH,HP,18306,IV
Manali,NP,HIMACHAL_PRADESH,HP,6265,V
Mandi,M Cl,HIMACHAL_PRADESH,HP,26873,III
Mant Khas,CT,HIMACHAL_PRADESH,HP,5234,V
Mehatpur Basdehra,NP,HIMACHAL_PRADESH,HP,8681,V
Nadaun,NP,HIMACHAL_PRADESH,HP,4405,VI
Nagrota Bagwan,NP,HIMACHAL_PRADESH,HP,5657,V
Nahan,M Cl,HIMACHAL_PRADESH,HP,26053,III
Naina Devi,M Cl,HIMACHAL_PRADESH,HP,1161,VI
Nalagarh,M Cl,HIMACHAL_PRADESH,HP,9443,V
Narkanda,NP,HIMACHAL_PRADESH,HP,713,VI
Nurpur,M Cl,HIMACHAL_PRADESH,HP,9066,V
Palampur,M Cl,HIMACHAL_PRADESH,HP,4006,VI
Paonta Sahib,M Cl,HIMACHAL_PRADESH,HP,19090,IV
Parwanoo,M Cl,HIMACHAL_PRADESH,HP,8609,V
Rajgarh,NP,HIMACHAL_PRADESH,HP,2527,VI
Rampur,M Cl,HIMACHAL_PRADESH,HP,5653,V
Rawalsar,NP,HIMACHAL_PRADESH,HP,1369,VI
Rohru,NP,HIMACHAL_PRADESH,HP,6607,V
Sabathu,CB,HIMACHAL_PRADESH,HP,5719,V
Santokhgarh,NP,HIMACHAL_PRADESH,HP,8308,V
Sarkaghat,NP,HIMACHAL_PRADESH,HP,3706,VI
Seoni,NP,HIMACHAL_PRADESH,HP,1529,VI
Shimla,UA,HIMACHAL_PRADESH,HP,144975,I
Solan,M Cl,HIMACHAL_PRADESH,HP,34206,III
Sundarnagar,M Cl,HIMACHAL_PRADESH,HP,23986,III
Talai,NP,HIMACHAL_PRADESH,HP,2011,VI
Theog,M Cl,HIMACHAL_PRADESH,HP,3754,VI
Tira Sujanpur,NP,HIMACHAL_PRADESH,HP,7077,V
Una,M Cl,HIMACHAL_PRADESH,HP,15900,IV
YOI,CB,HIMACHAL_PRADESH,HP,10775,IV
Abohar,M Cl,PUNJAB,PB,124339,I
Adampur,M Cl,PUNJAB,PB,16707,IV
Ahmedgarh,M Cl,PUNJAB,PB,28022,III
Ajnala,NP,PUNJAB,PB,18589,IV
Akalgarh,CT,PUNJAB,PB,6603,V
Alawalpur,M Cl,PUNJAB,PB,7172,V
Amloh,M Cl,PUNJAB,PB,12689,IV
Amritsar Cantt.,CB,PUNJAB,PB,12162,IV
Amritsar,UA,PUNJAB,PB,1003917,I
Anandpur Sahib,M Cl,PUNJAB,PB,13889,IV
Badhni Kalan,NP,PUNJAB,PB,6366,V
Balachaur,NP,PUNJAB,PB,18156,IV
Banga,M Cl,PUNJAB,PB,18809,IV
Banur,M Cl,PUNJAB,PB,15013,IV
Bareta,M Cl,PUNJAB,PB,14886,IV
Bariwala,NP,PUNJAB,PB,7546,V
Barnala,M Cl,PUNJAB,PB,96624,II
Bassi Pathana,M Cl,PUNJAB,PB,19058,IV
Batala,UA,PUNJAB,PB,147872,I
Bathinda,M Cl,PUNJAB,PB,217256,I
Begowal,NP,PUNJAB,PB,9616,V
Bhabat,CT,PUNJAB,PB,5866,V
Bhadaur,M Cl,PUNJAB,PB,16808,IV
Bhagha Purana,NP,PUNJAB,PB,21596,III
Bhankharpur,CT,PUNJAB,PB,9216,V
Bharoli Kalan,CT,PUNJAB,PB,3374,VI
Bhawanigarh,M Cl,PUNJAB,PB,17792,IV
Bhikhi,NP,PUNJAB,PB,15080,IV
Bhikhiwind,NP,PUNJAB,PB,10293,IV
Bhisiana,CT,PUNJAB,PB,4775,VI
Bhogpur,NP,PUNJAB,PB,13919,IV
Bhucho Mandi,M Cl,PUNJAB,PB,13246,IV
Bhulath,NP,PUNJAB,PB,10091,IV
Budha Theh,CT,PUNJAB,PB,8731,V
Budhlada,M Cl,PUNJAB,PB,23521,III
Cheema,NP,PUNJAB,PB,9245,V
Chohal,CT,PUNJAB,PB,7433,V
Dasua,M Cl,PUNJAB,PB,20114,III
Daulatpur,CT,PUNJAB,PB,4565,VI
Dera Baba Nanak,M Cl,PUNJAB,PB,7494,V
Dera Bassi,M Cl,PUNJAB,PB,15841,IV
Dhanaula,M Cl,PUNJAB,PB,18485,IV
Dharamkot,M Cl,PUNJAB,PB,15399,IV
Dhariwal,M Cl,PUNJAB,PB,18710,IV
Dhilwan,NP,PUNJAB,PB,7973,V
Dhuri,M Cl,PUNJAB,PB,49406,III
Dinanagar,M Cl,PUNJAB,PB,21502,III
Dirba,NP,PUNJAB,PB,13079,IV
Doraha,M Cl,PUNJAB,PB,18986,IV
Faridkot,UA,PUNJAB,PB,79321,II
Fatehgarh Churian,M Cl,PUNJAB,PB,15915,IV
Fazilka,M Cl,PUNJAB,PB,67427,II
Firozpur,M Cl,PUNJAB,PB,95475,II
Firozpur Cantt.,CB,PUNJAB,PB,57678,II
Gardhiwala,M Cl,PUNJAB,PB,6264,V
Garhshankar,M Cl,PUNJAB,PB,15148,IV
Ghagga,NP,PUNJAB,PB,8212,V
Ghanaur,NP,PUNJAB,PB,5754,V
Giddarbaha,M Cl,PUNJAB,PB,36598,III
Gobindgarh,UA,PUNJAB,PB,60677,II
Goniana,M Cl,PUNJAB,PB,12813,IV
Goraya,NP,PUNJAB,PB,15158,IV
Gurdaspur,UA,PUNJAB,PB,68441,II
Guru Har Sahai,M Cl,PUNJAB,PB,14351,IV
Hajipur,CT,PUNJAB,PB,5360,V
Handiaya,NP,PUNJAB,PB,9733,V
Hariana,M Cl,PUNJAB,PB,7818,V
Hoshiarpur,M Cl,PUNJAB,PB,149668,I
Hussainpur,CT,PUNJAB,PB,15337,IV
Jagraon,M Cl,PUNJAB,PB,60080,II
Jaitu,UA,PUNJAB,PB,33465,III
Jalalabad,UA,PUNJAB,PB,32924,III
Jalandhar Cantt.,CB,PUNJAB,PB,40531,III
Jalandhar,UA,PUNJAB,PB,714077,I
Jandiala,M Cl,PUNJAB,PB,23834,III
Jandiala,NP,PUNJAB,PB,7705,V
Jugial,CT,PUNJAB,PB,16668,IV
Kalanaur,NP,PUNJAB,PB,12931,IV
Kapurthala,M Cl,PUNJAB,PB,85686,II
Karoran,CT,PUNJAB,PB,20361,III
Kartarpur,M Cl,PUNJAB,PB,25157,III
Khamanon,NP,PUNJAB,PB,8842,V
Khanauri,NP,PUNJAB,PB,10960,IV
Khanna,M Cl,PUNJAB,PB,103099,I
Kharar,UA,PUNJAB,PB,42289,III
Khemkaran,NP,PUNJAB,PB,11940,IV
Kot Fatta,M Cl,PUNJAB,PB,6504,V
Kot Kapura,M Cl,PUNJAB,PB,80785,II
Kurali,M Cl,PUNJAB,PB,23047,III
Lehragaga,M Cl,PUNJAB,PB,19336,IV
Lohian Khas,NP,PUNJAB,PB,8548,V
Longowal,M Cl,PUNJAB,PB,20239,III
Ludhiana,M Corp.,PUNJAB,PB,1398467,I
Machhiwara,NP,PUNJAB,PB,18364,IV
Mahilpur,NP,PUNJAB,PB,10018,IV
Majitha,M Cl,PUNJAB,PB,12992,IV
Makhu,NP,PUNJAB,PB,12175,IV
Malerkotla,M Cl,PUNJAB,PB,107009,I
Maloud,NP,PUNJAB,PB,7186,V
Malout,M Cl,PUNJAB,PB,70765,II
Mansa,M Cl,PUNJAB,PB,72627,II
Maur,M Cl,PUNJAB,PB,27543,III
Moga,UA,PUNJAB,PB,135279,I
Moonak,NP,PUNJAB,PB,14924,IV
Morinda,M Cl,PUNJAB,PB,22635,III
Mukerian,M Cl,PUNJAB,PB,21384,III
Muktsar,M Cl,PUNJAB,PB,83655,II
Mullanpur Dakha,NP,PUNJAB,PB,13949,IV
Mullanpur Garib Dass,CT,PUNJAB,PB,6147,V
Nabha,M Cl,PUNJAB,PB,62000,II
Nakodar,M Cl,PUNJAB,PB,31408,III
Nangal,UA,PUNJAB,PB,45368,III
Nawanshahr,UA,PUNJAB,PB,31967,III
Nehon,CT,PUNJAB,PB,10162,IV
Nurmahal,M Cl,PUNJAB,PB,12632,IV
Pathankot,UA,PUNJAB,PB,168485,I
Patiala,UA,PUNJAB,PB,323884,I
Patran,NP,PUNJAB,PB,22175,III
Patti,M Cl,PUNJAB,PB,34444,III
Payal,M Cl,PUNJAB,PB,7267,V
Phagwara,UA,PUNJAB,PB,102253,I
Phillaur,M Cl,PUNJAB,PB,22302,III
Qadian,UA,PUNJAB,PB,22001,III
Rahon,M Cl,PUNJAB,PB,12134,IV
Raikot,M Cl,PUNJAB,PB,24769,III
Raja Sansi,NP,PUNJAB,PB,12176,IV
Rajpura,M Cl,PUNJAB,PB,82956,II
Raman,M Cl,PUNJAB,PB,19551,IV
Ramdas,M Cl,PUNJAB,PB,5779,V
Rampura Phul,UA,PUNJAB,PB,44665,III
Rayya,NP,PUNJAB,PB,12631,IV
Rupnagar,M Cl,PUNJAB,PB,49159,III
Rurki Kasba,CT,PUNJAB,PB,8179,V
S.A.S.Nagar Mohali,M Cl,PUNJAB,PB,123484,I
Sahnewal,NP,PUNJAB,PB,17293,IV
Samana,M Cl,PUNJAB,PB,46592,III
Samrala,M Cl,PUNJAB,PB,17590,IV
Sanaur,M Cl,PUNJAB,PB,17935,IV
Sangat,M Cl,PUNJAB,PB,5401,V
Sangrur,M Cl,PUNJAB,PB,77989,II
Sansarpur,CT,PUNJAB,PB,4060,VI
Sardulgarh,NP,PUNJAB,PB,16315,IV
Shahkot,NP,PUNJAB,PB,12607,IV
Sham ChaurasI,M Cl,PUNJAB,PB,4245,VI
Shekhpura,CT,PUNJAB,PB,1931,VI
Sirhind Fatehgarh Sahib,M Cl,PUNJAB,PB,49825,III
Sri Hargobindpur,M Cl,PUNJAB,PB,5450,V
Sujanpur,M Cl,PUNJAB,PB,21815,III
Sultanpur,M Cl,PUNJAB,PB,15571,IV
Sunam,UA,PUNJAB,PB,56251,II
Talwandi Bhai,M Cl,PUNJAB,PB,14573,IV
Talwara,CT,PUNJAB,PB,22574,III
Tapa,M Cl,PUNJAB,PB,18917,IV
Tarn-Taran,M Cl,PUNJAB,PB,55787,II
Urmar Tanda,M Cl,PUNJAB,PB,22048,III
Zira,UA,PUNJAB,PB,31783,III
Zirakpur,NP,PUNJAB,PB,25022,III
Anandapur,NAC,ORISSA,ORR,35048,III
Anugul,NAC,ORISSA,ORR,38018,III
Asika,NAC,ORISSA,ORR,20739,III
Athagad,NAC,ORISSA,ORR,15848,IV
Athmallik,NAC,ORISSA,ORR,11376,IV
BalagodaBolani,CT,ORISSA,ORR,11833,IV
Balangir,M,ORISSA,ORR,85261,II
Baleshwar,UA,ORISSA,ORR,156430,I
Balimela,NAC,ORISSA,ORR,11502,IV
Balugaon,NAC,ORISSA,ORR,15823,IV
Banapur,NAC,ORISSA,ORR,16474,IV
Bangura,CT,ORISSA,ORR,5168,V
Banki,NAC,ORISSA,ORR,15989,IV
Barapali,NAC,ORISSA,ORR,19157,IV
Barbil,M,ORISSA,ORR,52627,II
Bargarh,M,ORISSA,ORR,63678,II
Baripada,UA,ORISSA,ORR,100651,I
Basudebpur,NAC,ORISSA,ORR,30006,III
Baudhgarh,NAC,ORISSA,ORR,18025,IV
Belagachhia,CT,ORISSA,ORR,4612,VI
Bellaguntha,NAC,ORISSA,ORR,9962,V
Belpahar,NAC,ORISSA,ORR,32826,III
Bhadrak,M,ORISSA,ORR,92515,II
Bhanjanagar,NAC,ORISSA,ORR,19748,IV
Bhawanipatna,M,ORISSA,ORR,60787,II
Bhuban,NAC,ORISSA,ORR,20234,III
Bhubaneswar,UA,ORISSA,ORR,658220,I
Binika,NAC,ORISSA,ORR,14539,IV
Biramitrapur,M,ORISSA,ORR,29447,III
Bishama Katak,CT,ORISSA,ORR,7408,V
Brahmapur,M,ORISSA,ORR,307792,I
Brajarajnagar,M,ORISSA,ORR,76959,II
Buguda,NAC,ORISSA,ORR,13257,IV
Byasanagar,UA,ORISSA,ORR,40741,III
Champua,CT,ORISSA,ORR,8309,V
Chandapur,CT,ORISSA,ORR,5260,V
Chandili,CT,ORISSA,ORR,18685,IV
Charibatia,CT,ORISSA,ORR,5234,V
Chhatrapur,NAC,ORISSA,ORR,20289,III
Chikiti,NAC,ORISSA,ORR,10802,IV
Cuttack,UA,ORISSA,ORR,587182,I
Dadhapatna,CT,ORISSA,ORR,4417,VI
Daitari,CT,ORISSA,ORR,4239,VI
Damanjodi,CT,ORISSA,ORR,8475,V
Debagarh,M,ORISSA,ORR,20096,III
Dera Colliery Township,CT,ORISSA,ORR,18592,IV
Dhamanagar,NAC,ORISSA,ORR,18550,IV
Dhenkanal,M,ORISSA,ORR,57677,II
Digapahandi,NAC,ORISSA,ORR,10890,IV
Dungamal,CT,ORISSA,ORR,6207,V
Fertilizer Corporation of India Township,CT,ORISSA,ORR,7058,V
G. Udayagiri,NAC,ORISSA,ORR,10204,IV
Ganjam,NAC,ORISSA,ORR,11317,IV
Ghantapada,CT,ORISSA,ORR,15593,IV
Gopalpur,NAC,ORISSA,ORR,6663,V
Gudari,NAC,ORISSA,ORR,6849,V
Gunupur,UA,ORISSA,ORR,24706,III
Hatibandha,CT,ORISSA,ORR,9297,V
Hinjilicut,NAC,ORISSA,ORR,21347,III
Jagatsinghapur,NAC,ORISSA,ORR,30824,III
Jajapur,M,ORISSA,ORR,32239,III
Jaleswar,NAC,ORISSA,ORR,21387,III
Jatani,UA,ORISSA,ORR,57957,II
Jeypur,M,ORISSA,ORR,76625,II
Jharsuguda,M,ORISSA,ORR,76100,II
Jhumpura,CT,ORISSA,ORR,5265,V
Joda,M,ORISSA,ORR,38689,III
Junagarh,NAC,ORISSA,ORR,15759,IV
Kamakshyanagar,NAC,ORISSA,ORR,15003,IV
Kantabanji,NAC,ORISSA,ORR,20095,III
Kantilo,CT,ORISSA,ORR,8735,V
Karanjia,NAC,ORISSA,ORR,21441,III
Kashinagara,NAC,ORISSA,ORR,9791,V
Kavisurjyanagar,NAC,ORISSA,ORR,16094,IV
Kendrapara,M,ORISSA,ORR,41407,III
Kendujhar,M,ORISSA,ORR,51845,II
Kesinga,NAC,ORISSA,ORR,16917,IV
Khaliapali,CT,ORISSA,ORR,5264,V
Khalikote,NAC,ORISSA,ORR,10958,IV
Khandapada,NAC,ORISSA,ORR,8757,V
Khariar,NAC,ORISSA,ORR,13409,IV
Khariar Road,NAC,ORISSA,ORR,16629,IV
Khatiguda,CT,ORISSA,ORR,6406,V
Khordha,M,ORISSA,ORR,39054,III
Kochinda,NAC,ORISSA,ORR,13586,IV
Kodala,NAC,ORISSA,ORR,12345,IV
Konark,NAC,ORISSA,ORR,15013,IV
Koraput,NAC,ORISSA,ORR,39548,III
Kotpad,NAC,ORISSA,ORR,14917,IV
Lathikata,CT,ORISSA,ORR,6896,V
Makundapur,CT,ORISSA,ORR,4975,VI
Malkangiri,NAC,ORISSA,ORR,23114,III
Mukhiguda,CT,ORISSA,ORR,6756,V
Nabarangapur,M,ORISSA,ORR,28005,III
Nalco,CT,ORISSA,ORR,18045,IV
Nayagarh,NAC,ORISSA,ORR,14314,IV
Nilagiri,NAC,ORISSA,ORR,14757,IV
Nimapada,NAC,ORISSA,ORR,16915,IV
Nuapatna,CT,ORISSA,ORR,7848,V
O.C.L Industrial Township,ITS,ORISSA,ORR,2196,VI
Padmapur,NAC,ORISSA,ORR,15442,IV
Panposh,CT,ORISSA,ORR,10233,IV
Paradip,NAC,ORISSA,ORR,73625,II
Parlakhemundi,M,ORISSA,ORR,43097,III
Patnagarh,NAC,ORISSA,ORR,18694,IV
Pattamundai,NAC,ORISSA,ORR,32730,III
Phulabani,NAC,ORISSA,ORR,33890,III
Pipili,NAC,ORISSA,ORR,14263,IV
Polasara,NAC,ORISSA,ORR,19568,IV
Pratapsasan,CT,ORISSA,ORR,11971,IV
Puri,M,ORISSA,ORR,157837,I
Purusottampur,NAC,ORISSA,ORR,14249,IV
Rairangpur,NAC,ORISSA,ORR,21896,III
Rajagangapur,M,ORISSA,ORR,43594,III
Rambha,NAC,ORISSA,ORR,10716,IV
Raurkela,UA,ORISSA,ORR,484874,I
Rayagada,M,ORISSA,ORR,57759,II
Redhakhol,NAC,ORISSA,ORR,13723,IV
Rengali Dam Project Township,CT,ORISSA,ORR,8115,V
Sambalpur,UA,ORISSA,ORR,226469,I
Sonapur,M,ORISSA,ORR,17540,IV
Soro,NAC,ORISSA,ORR,27794,III
Sunabeda,NAC,ORISSA,ORR,58884,II
Sundargarh,M,ORISSA,ORR,38421,III
Surada,NAC,ORISSA,ORR,14648,IV
Talcher,M,ORISSA,ORR,34998,III
Talcher Thermal Power Station Township,CT,ORISSA,ORR,6621,V
Tarbha,NAC,ORISSA,ORR,7989,V
Tensa,CT,ORISSA,ORR,4236,VI
Titlagarh,UA,ORISSA,ORR,30273,III
Udala,NAC,ORISSA,ORR,11712,IV
Umarkote,NAC,ORISSA,ORR,24859,III
A.Vellalapatti,TP,TAMIL_NADU,TN,7088,V
Abiramam,TP,TAMIL_NADU,TN,6638,V
Achampudur,TP,TAMIL_NADU,TN,12406,IV
Acharapakkam,TP,TAMIL_NADU,TN,9023,V
Acharipallam,TP,TAMIL_NADU,TN,12755,IV
Achipatti,CT,TAMIL_NADU,TN,7448,V
Adikaratti,TP,TAMIL_NADU,TN,16003,IV
Adiramapattinam,TP,TAMIL_NADU,TN,27657,III
Aduthurai alias Maruthuvakudi,TP,TAMIL_NADU,TN,11479,IV
