PlaceName,Administration Type,State Name,State Codename,Population,Town Class
Agaram,TP,TAMIL_NADU,TN,12784,IV
Agastheeswaram,TP,TAMIL_NADU,TN,8995,V
Alagappapuram,TP,TAMIL_NADU,TN,8121,V
Alanganallur,TP,TAMIL_NADU,TN,11078,IV
Alangayam,TP,TAMIL_NADU,TN,16851,IV
Alangudi,TP,TAMIL_NADU,TN,10761,IV
Alangulam,CT,TAMIL_NADU,TN,4969,VI
Alangulam,TP,TAMIL_NADU,TN,17923,IV
Alanthurai,TP,TAMIL_NADU,TN,7130,V
Alapakkam,CT,TAMIL_NADU,TN,5015,V
Alur,TP,TAMIL_NADU,TN,12379,IV
Alwarkurichi,TP,TAMIL_NADU,TN,9459,V
Alwarthirunagiri,TP,TAMIL_NADU,TN,8883,V
Ambasamudram,UA,TAMIL_NADU,TN,58485,II
Ambur,M,TAMIL_NADU,TN,99624,II
Ammainaickanur,TP,TAMIL_NADU,TN,16604,IV
Ammapettai,TP,TAMIL_NADU,TN,13901,IV
Ammapettai,TP,TAMIL_NADU,TN,9259,V
Ammavarikuppam,CT,TAMIL_NADU,TN,9384,V
Ammoor,TP,TAMIL_NADU,TN,11296,IV
Anaimalai,TP,TAMIL_NADU,TN,16467,IV
Anaiyur,CT,TAMIL_NADU,TN,19898,IV
Ananthapuram,TP,TAMIL_NADU,TN,6138,V
Andipatti Jakkampatti,TP,TAMIL_NADU,TN,23002,III
Anjugramam,TP,TAMIL_NADU,TN,9353,V
Annavasal,TP,TAMIL_NADU,TN,7657,V
Annur,TP,TAMIL_NADU,TN,18052,IV
Anthiyur,TP,TAMIL_NADU,TN,20071,III
Appakudal,TP,TAMIL_NADU,TN,9522,V
Arachalur,TP,TAMIL_NADU,TN,12343,IV
Arakandanallur,TP,TAMIL_NADU,TN,4405,VI
Arakonam,M,TAMIL_NADU,TN,78686,II
Aralvaimozhi,TP,TAMIL_NADU,TN,19211,IV
Arani,M,TAMIL_NADU,TN,60815,II
Arani,TP,TAMIL_NADU,TN,12614,IV
Aranthangi,M,TAMIL_NADU,TN,34134,III
Arasiramani,TP,TAMIL_NADU,TN,13815,IV
Aravakurichi,TP,TAMIL_NADU,TN,11519,IV
Arcot,UA,TAMIL_NADU,TN,126671,I
Arimalam,TP,TAMIL_NADU,TN,7819,V
Ariyalur,TP,TAMIL_NADU,TN,27822,III
Ariyappampalayam,TP,TAMIL_NADU,TN,12462,IV
Ariyur,CT,TAMIL_NADU,TN,5404,V
Arumanai,TP,TAMIL_NADU,TN,15071,IV
Arumbavur,TP,TAMIL_NADU,TN,11695,IV
Aruppukkottai,M,TAMIL_NADU,TN,84029,II
Athani,TP,TAMIL_NADU,TN,8423,V
Athanur,TP,TAMIL_NADU,TN,9377,V
Athimarapatti,CT,TAMIL_NADU,TN,18767,IV
Athipattu,CT,TAMIL_NADU,TN,8513,V
Athur,TP,TAMIL_NADU,TN,11744,IV
Athur,TP,TAMIL_NADU,TN,9464,V
Attur,M,TAMIL_NADU,TN,57519,II
Avadattur,CT,TAMIL_NADU,TN,8976,V
Avalpoondurai,TP,TAMIL_NADU,TN,11243,IV
Ayakudi,TP,TAMIL_NADU,TN,23370,III
Aygudi,TP,TAMIL_NADU,TN,12930,IV
Ayothiapattinam,TP,TAMIL_NADU,TN,9941,V
Ayyalur,TP,TAMIL_NADU,TN,15203,IV
Ayyampalayam,TP,TAMIL_NADU,TN,12163,IV
Ayyampettai,CT,TAMIL_NADU,TN,6025,V
Ayyampettai,TP,TAMIL_NADU,TN,14212,IV
Azhagiapandiapuram,TP,TAMIL_NADU,TN,12183,IV
B. Meenakshipuram,TP,TAMIL_NADU,TN,7227,V
B.Mallapuram,TP,TAMIL_NADU,TN,11474,IV
Balakrishnampatti,TP,TAMIL_NADU,TN,8582,V
Balakrishnapuram,CT,TAMIL_NADU,TN,19568,IV
Balapallam,TP,TAMIL_NADU,TN,16652,IV
Balasamudram,TP,TAMIL_NADU,TN,12305,IV
Bargur,TP,TAMIL_NADU,TN,12582,IV
Batlagundu,TP,TAMIL_NADU,TN,22011,III
Belur,TP,TAMIL_NADU,TN,9012,V
Bhavani UA,Distts 09 & 10,TAMIL_NADU,TN,104646,I
Bhavanisagar,TP,TAMIL_NADU,TN,4329,VI
Bhuvanagiri,TP,TAMIL_NADU,TN,19879,IV
Bikketti,TP,TAMIL_NADU,TN,6774,V
Bodinayakanur,M,TAMIL_NADU,TN,73410,II
Boothapandi,TP,TAMIL_NADU,TN,14743,IV
Boothipuram,TP,TAMIL_NADU,TN,9626,V
Chengalpattu,M,TAMIL_NADU,TN,62582,II
Chengam,TP,TAMIL_NADU,TN,23223,III
Chennai UA,"Distts 01,02 & 03",TAMIL_NADU,TN,6560242,I
Chennasamudram,TP,TAMIL_NADU,TN,7342,V
Chennimalai,TP,TAMIL_NADU,TN,15547,IV
Cheranmadevi,TP,TAMIL_NADU,TN,16306,IV
Chetpet,TP,TAMIL_NADU,TN,17841,IV
Chettiarpatti,TP,TAMIL_NADU,TN,12993,IV
Chettipalayam,TP,TAMIL_NADU,TN,8103,V
Chettithangal,CT,TAMIL_NADU,TN,6042,V
Chidambaram,UA,TAMIL_NADU,TN,67795,II
Chinnakkampalayam,TP,TAMIL_NADU,TN,9694,V
Chinnalapatti,TP,TAMIL_NADU,TN,23351,III
Chinnamanur,M,TAMIL_NADU,TN,38360,III
Chinnasalem,TP,TAMIL_NADU,TN,19516,IV
Chithode,TP,TAMIL_NADU,TN,7704,V
Cholapuram,TP,TAMIL_NADU,TN,6385,V
Coimbatore,UA,TAMIL_NADU,TN,1461139,I
Coonoor,UA,TAMIL_NADU,TN,101490,I
Courtalam,TP,TAMIL_NADU,TN,2368,VI
Cuddalore,M,TAMIL_NADU,TN,158634,I
Denkanikottai,TP,TAMIL_NADU,TN,19328,IV
Desur,TP,TAMIL_NADU,TN,5163,V
Devadanapatti,TP,TAMIL_NADU,TN,13951,IV
Devakottai,M,TAMIL_NADU,TN,40497,III
Devanangurichi,CT,TAMIL_NADU,TN,6812,V
Devarshola,UA,TAMIL_NADU,TN,65001,II
Dhalavoipuram,CT,TAMIL_NADU,TN,5378,V
Dhali,TP,TAMIL_NADU,TN,6143,V
Dhaliyur,TP,TAMIL_NADU,TN,9658,V
Dharapuram,M,TAMIL_NADU,TN,64984,II
Dharmapuri,M,TAMIL_NADU,TN,64496,II
Dindigul,M,TAMIL_NADU,TN,196955,I
Dusi,CT,TAMIL_NADU,TN,5116,V
Edaganasalai,TP,TAMIL_NADU,TN,29635,III
Edaikodu,TP,TAMIL_NADU,TN,23453,III
Edakalinadu,TP,TAMIL_NADU,TN,25793,III
Edappadi,M,TAMIL_NADU,TN,48815,III
Elathur,TP,TAMIL_NADU,TN,7678,V
Elayirampannai,CT,TAMIL_NADU,TN,6325,V
Elumalai,TP,TAMIL_NADU,TN,14130,IV
Eral,TP,TAMIL_NADU,TN,9279,V
Eraniel,TP,TAMIL_NADU,TN,9305,V
Eriodu,TP,TAMIL_NADU,TN,7875,V
Erode UA,Distts 09 & 10,TAMIL_NADU,TN,389906,I
Erumaipatti,TP,TAMIL_NADU,TN,9301,V
Eruvadi,TP,TAMIL_NADU,TN,14755,IV
Ethapur,TP,TAMIL_NADU,TN,10058,IV
Ettayapuram,TP,TAMIL_NADU,TN,12794,IV
Ezhudesam,TP,TAMIL_NADU,TN,18741,IV
Ganapathipuram,TP,TAMIL_NADU,TN,13711,IV
Gangavalli,TP,TAMIL_NADU,TN,10457,IV
Ganguvarpatti,TP,TAMIL_NADU,TN,10592,IV
Gingee,TP,TAMIL_NADU,TN,21251,III
Gobichettipalayam,M,TAMIL_NADU,TN,55158,II
Gopalasamudram,TP,TAMIL_NADU,TN,10018,IV
Gudalur,TP,TAMIL_NADU,TN,43096,III
Gudalur,TP,TAMIL_NADU,TN,35531,III
Gudalur,TP,TAMIL_NADU,TN,21966,III
Gudiyatham,UA,TAMIL_NADU,TN,100115,I
Gummidipoondi,TP,TAMIL_NADU,TN,16196,IV
Hanumanthampatti,TP,TAMIL_NADU,TN,9424,V
Harur,TP,TAMIL_NADU,TN,21523,III
Highways,TP,TAMIL_NADU,TN,7016,V
Hosur,M,TAMIL_NADU,TN,84394,II
Huligal,TP,TAMIL_NADU,TN,17054,IV
Ilampillai,TP,TAMIL_NADU,TN,10615,IV
Ilanji,TP,TAMIL_NADU,TN,9425,V
Ilayangudi,TP,TAMIL_NADU,TN,19116,IV
Iluppaiyurani,CT,TAMIL_NADU,TN,12005,IV
Iluppur,TP,TAMIL_NADU,TN,12666,IV
Jalakandapuram,TP,TAMIL_NADU,TN,14077,IV
Jambai,TP,TAMIL_NADU,TN,15011,IV
Jayankondam,TP,TAMIL_NADU,TN,31268,III
Jolarpet,TP,TAMIL_NADU,TN,27167,III
Kadambur,TP,TAMIL_NADU,TN,4370,VI
Kadathur,TP,TAMIL_NADU,TN,10184,IV
Kadayal,TP,TAMIL_NADU,TN,19183,IV
Kadayampatti,TP,TAMIL_NADU,TN,9565,V
Kadayanallur,M,TAMIL_NADU,TN,75612,II
Kalakkad,TP,TAMIL_NADU,TN,27090,III
Kalambur,TP,TAMIL_NADU,TN,13291,IV
Kalappanaickenpatti,TP,TAMIL_NADU,TN,10278,IV
Kalavai,TP,TAMIL_NADU,TN,9763,V
Kaliyakkavilai,TP,TAMIL_NADU,TN,13311,IV
Kallakkurichi,TP,TAMIL_NADU,TN,36793,III
Kallakudi,TP,TAMIL_NADU,TN,11491,IV
Kallukuttam,TP,TAMIL_NADU,TN,16989,IV
Kalugumalai,TP,TAMIL_NADU,TN,14088,IV
Kamayagoundanpatti,TP,TAMIL_NADU,TN,12211,IV
Kambainallur,TP,TAMIL_NADU,TN,10833,IV
Kambam,M,TAMIL_NADU,TN,58891,II
Kamuthi,TP,TAMIL_NADU,TN,13137,IV
Kanakkampalayam,CT,TAMIL_NADU,TN,12218,IV
Kanam,TP,TAMIL_NADU,TN,3401,VI
Kancheepuram,UA,TAMIL_NADU,TN,188733,I
Kangayampalayam,CT,TAMIL_NADU,TN,3844,VI
Kangeyam,TP,TAMIL_NADU,TN,28258,III
Kaniyur,TP,TAMIL_NADU,TN,5836,V
Kanjikoil,TP,TAMIL_NADU,TN,11040,IV
Kannamangalam,TP,TAMIL_NADU,TN,7316,V
Kannivadi,TP,TAMIL_NADU,TN,10417,IV
Kannivadi,TP,TAMIL_NADU,TN,4412,VI
Kanniyakumari,TP,TAMIL_NADU,TN,19739,IV
Kappiyarai,TP,TAMIL_NADU,TN,13368,IV
Karaikkudi,UA,TAMIL_NADU,TN,125717,I
Karamadai,TP,TAMIL_NADU,TN,27817,III
Karambakkudi,TP,TAMIL_NADU,TN,12056,IV
Kariamangalam,TP,TAMIL_NADU,TN,12035,IV
Kariapatti,TP,TAMIL_NADU,TN,13981,IV
Karugampattur,CT,TAMIL_NADU,TN,5277,V
Karumandi Chellipalayam,TP,TAMIL_NADU,TN,20072,III
Karumathampatti,TP,TAMIL_NADU,TN,26477,III
Karungal,TP,TAMIL_NADU,TN,15952,IV
Karunguzhi,TP,TAMIL_NADU,TN,11372,IV
Karuppur,TP,TAMIL_NADU,TN,13880,IV
Karur,UA,TAMIL_NADU,TN,153365,I
Kasipalayam G,TP,TAMIL_NADU,TN,8570,V
Kathujuganapalli,CT,TAMIL_NADU,TN,15962,IV
Kattumannarkoil,TP,TAMIL_NADU,TN,22426,III
Kattuputhur,TP,TAMIL_NADU,TN,11118,IV
Kaveripakkam,TP,TAMIL_NADU,TN,12545,IV
Kaveripattinam,TP,TAMIL_NADU,TN,14378,IV
Kayatharu,TP,TAMIL_NADU,TN,9214,V
Keelakarai,TP,TAMIL_NADU,TN,30412,III
Keeramangalam,TP,TAMIL_NADU,TN,7756,V
Keeranur,TP,TAMIL_NADU,TN,10509,IV
Keeranur,TP,TAMIL_NADU,TN,6299,V
Keeripatti,TP,TAMIL_NADU,TN,9164,V
Keezhapavur,TP,TAMIL_NADU,TN,20422,III
Kelamangalam,TP,TAMIL_NADU,TN,11052,IV
Kembainaickenpalayam,TP,TAMIL_NADU,TN,10308,IV
Kethi,TP,TAMIL_NADU,TN,24534,III
Kilampadi,TP,TAMIL_NADU,TN,6343,V
Kilkulam,TP,TAMIL_NADU,TN,17345,IV
Kilkunda,TP,TAMIL_NADU,TN,10163,IV
Killai,TP,TAMIL_NADU,TN,9899,V
Killiyur,TP,TAMIL_NADU,TN,19273,IV
Kilpennathur,TP,TAMIL_NADU,TN,12468,IV
Kilvelur,TP,TAMIL_NADU,TN,7425,V
Kinathukadavu,TP,TAMIL_NADU,TN,8651,V
Kodaikanal,M,TAMIL_NADU,TN,32969,III
Kodavasal,TP,TAMIL_NADU,TN,13256,IV
Kodumudi,TP,TAMIL_NADU,TN,12664,IV
Kolachal,M,TAMIL_NADU,TN,23787,III
Kolappalur,TP,TAMIL_NADU,TN,9803,V
Kolathupalayam,TP,TAMIL_NADU,TN,17438,IV
Kolathur,TP,TAMIL_NADU,TN,10254,IV
Kollankodu,TP,TAMIL_NADU,TN,34425,III
Kollankoil,TP,TAMIL_NADU,TN,8754,V
Komaralingam,TP,TAMIL_NADU,TN,11769,IV
Kombai,TP,TAMIL_NADU,TN,12842,IV
Konganapuram,TP,TAMIL_NADU,TN,8084,V
Kooraikundu,CT,TAMIL_NADU,TN,19669,IV
Koradacheri,TP,TAMIL_NADU,TN,5976,V
Kotagiri,TP,TAMIL_NADU,TN,29192,III
Kothinallur,TP,TAMIL_NADU,TN,15880,IV
Kottakuppam,TP,TAMIL_NADU,TN,24075,III
Kottaram,TP,TAMIL_NADU,TN,9919,V
Kottur,TP,TAMIL_NADU,TN,25261,III
Kovilpatti,M,TAMIL_NADU,TN,87450,II
Krishnagiri,M,TAMIL_NADU,TN,64587,II
Krishnarayapuram,TP,TAMIL_NADU,TN,10533,IV
Kuchanur,TP,TAMIL_NADU,TN,6055,V
Kuhalur,TP,TAMIL_NADU,TN,11684,IV
Kulasekarapuram,TP,TAMIL_NADU,TN,16351,IV
Kulithalai,M,TAMIL_NADU,TN,26161,III
Kumarapuram,TP,TAMIL_NADU,TN,13938,IV
Kumbakonam,UA,TAMIL_NADU,TN,160767,I
Kunnathur,TP,TAMIL_NADU,TN,7032,V
Kurinjipadi,TP,TAMIL_NADU,TN,22883,III
Kurumbalur,TP,TAMIL_NADU,TN,11126,IV
Kuthalam,TP,TAMIL_NADU,TN,13444,IV
Kuthanallur,M,TAMIL_NADU,TN,22995,III
Kuzhithurai,M,TAMIL_NADU,TN,20503,III
Labbaikudikadu,TP,TAMIL_NADU,TN,8741,V
Lakkampatti,TP,TAMIL_NADU,TN,11038,IV
Lalgudi,TP,TAMIL_NADU,TN,23405,III
Lalpet,TP,TAMIL_NADU,TN,13817,IV
Madathukulam,TP,TAMIL_NADU,TN,20352,III
Madukkur,TP,TAMIL_NADU,TN,15426,IV
Madurai,UA,TAMIL_NADU,TN,1203095,I
aduranthakam,M,TAMIL_NADU,TN,29059,III
Mallankinaru,TP,TAMIL_NADU,TN,11823,IV
Mallasamudram UA,Distts 08 & 09,TAMIL_NADU,TN,38900,III
Mallur,TP,TAMIL_NADU,TN,9503,V
Mamallapuram,TP,TAMIL_NADU,TN,12345,IV
Mamsapuram,TP,TAMIL_NADU,TN,17927,IV
Manachanallur,TP,TAMIL_NADU,TN,21511,III
Manalmedu,TP,TAMIL_NADU,TN,9275,V
Manalurpet,TP,TAMIL_NADU,TN,7401,V
Manamadurai,TP,TAMIL_NADU,TN,26253,III
anapparai,M,TAMIL_NADU,TN,35770,III
Manavalakurichi,TP,TAMIL_NADU,TN,10412,IV
Mandaikadu,TP,TAMIL_NADU,TN,12375,IV
Mandapam,TP,TAMIL_NADU,TN,16343,IV
Mangalampet,TP,TAMIL_NADU,TN,7281,V
Manimutharu,TP,TAMIL_NADU,TN,12613,IV
annargudi,M,TAMIL_NADU,TN,61478,II
Maraimalainagar,TP,TAMIL_NADU,TN,48463,III
Marakkanam,TP,TAMIL_NADU,TN,19139,IV
Maramangalathupatti,CT,TAMIL_NADU,TN,11385,IV
Marandahalli,TP,TAMIL_NADU,TN,10177,IV
Markayankottai,TP,TAMIL_NADU,TN,5829,V
Marudur,TP,TAMIL_NADU,TN,10214,IV
Marungur,TP,TAMIL_NADU,TN,10103,IV
Mathigiri,TP,TAMIL_NADU,TN,15257,IV
ayiladuthurai,M,TAMIL_NADU,TN,84505,II
Mecheri,TP,TAMIL_NADU,TN,20455,III
Melacheval,TP,TAMIL_NADU,TN,7780,V
Melachokkanathapuram,TP,TAMIL_NADU,TN,11669,IV
Melagaram,TP,TAMIL_NADU,TN,12897,IV
Melamaiyur,CT,TAMIL_NADU,TN,5151,V
Melathiruppanthuruthi,TP,TAMIL_NADU,TN,8412,V
Melattur,TP,TAMIL_NADU,TN,8103,V
Melpattampakkam,TP,TAMIL_NADU,TN,6598,V
elur,M,TAMIL_NADU,TN,33881,III
Melvisharam,TP,TAMIL_NADU,TN,36757,III
ettupalayam,M,TAMIL_NADU,TN,66595,II
Mettupalayam,TP,TAMIL_NADU,TN,7550,V
ettur,M,TAMIL_NADU,TN,53633,II
Minjur,TP,TAMIL_NADU,TN,23742,III
Modakurichi,TP,TAMIL_NADU,TN,10052,IV
Mohanur,TP,TAMIL_NADU,TN,12468,IV
Moolakaraipatti,TP,TAMIL_NADU,TN,9742,V
Mopperipalayam,TP,TAMIL_NADU,TN,8732,V
Mudukulathur,TP,TAMIL_NADU,TN,13126,IV
Mukasipidariyur,CT,TAMIL_NADU,TN,11012,IV
Mukkudal,TP,TAMIL_NADU,TN,13955,IV
Mulagumudu,TP,TAMIL_NADU,TN,18057,IV
Mulanur,TP,TAMIL_NADU,TN,13827,IV
Muruganpalayam,CT,TAMIL_NADU,TN,14440,IV
Musiri,TP,TAMIL_NADU,TN,27941,III
Muthupet,TP,TAMIL_NADU,TN,17383,IV
Muthur,TP,TAMIL_NADU,TN,11880,IV
Muttayyapuram,CT,TAMIL_NADU,TN,31813,III
Myladi,TP,TAMIL_NADU,TN,9001,V
Naduvattam,TP,TAMIL_NADU,TN,11370,IV
Nagapattinam,M,TAMIL_NADU,TN,93148,II
Nagavakulam,CT,TAMIL_NADU,TN,17803,IV
Nagercoil,M,TAMIL_NADU,TN,208179,I
Nagojanahalli,TP,TAMIL_NADU,TN,8409,V
Nallampatti,TP,TAMIL_NADU,TN,3656,VI
Nallur,TP,TAMIL_NADU,TN,15563,IV
Namagiripettai,TP,TAMIL_NADU,TN,21446,III
Namakkal,M,TAMIL_NADU,TN,53055,II
Nambiyur,TP,TAMIL_NADU,TN,15854,IV
Nandivaram - Guduvancheri,TP,TAMIL_NADU,TN,26575,III
Nangavalli,TP,TAMIL_NADU,TN,9676,V
Nangavaram,TP,TAMIL_NADU,TN,16408,IV
Nanguneri,TP,TAMIL_NADU,TN,6758,V
Nanjikottai,CT,TAMIL_NADU,TN,21935,III
Nannilam,TP,TAMIL_NADU,TN,11056,IV
Naranapuram,CT,TAMIL_NADU,TN,9331,V
Narasingapuram,CT,TAMIL_NADU,TN,10563,IV
Narasingapuram,TP,TAMIL_NADU,TN,18690,IV
Nasiyanur,TP,TAMIL_NADU,TN,9905,V
Natham,TP,TAMIL_NADU,TN,22545,III
Nathampannai,CT,TAMIL_NADU,TN,6426,V
Natrampalli,TP,TAMIL_NADU,TN,9134,V
Nattarasankottai,TP,TAMIL_NADU,TN,6586,V
Nazerath,TP,TAMIL_NADU,TN,16960,IV
Needamangalam,TP,TAMIL_NADU,TN,8730,V
Neelagiri,CT,TAMIL_NADU,TN,11044,IV
Neikkarapatti,TP,TAMIL_NADU,TN,12099,IV
Neiyyur,TP,TAMIL_NADU,TN,12288,IV
Nellikuppam,M,TAMIL_NADU,TN,44222,III
Nemili,TP,TAMIL_NADU,TN,9217,V
Neripperichal,CT,TAMIL_NADU,TN,16372,IV
Nerkuppai,TP,TAMIL_NADU,TN,5689,V
Nerunjipettai,TP,TAMIL_NADU,TN,6925,V
Neyveli,UA,TAMIL_NADU,TN,138035,I
Nilakkottai,TP,TAMIL_NADU,TN,19615,IV
O' Valley,TP,TAMIL_NADU,TN,24793,III
Odaipatti,TP,TAMIL_NADU,TN,13183,IV
Odaiyakulam,TP,TAMIL_NADU,TN,11999,IV
Oddanchatram,TP,TAMIL_NADU,TN,24132,III
Odugathur,TP,TAMIL_NADU,TN,8148,V
Olagadam,TP,TAMIL_NADU,TN,9370,V
Omalur,TP,TAMIL_NADU,TN,13291,IV
Orathanadu Mukthambalpuram,TP,TAMIL_NADU,TN,10172,IV
Othakadai,CT,TAMIL_NADU,TN,12185,IV
Othakalmandapam,TP,TAMIL_NADU,TN,10320,IV
Ottapparai,CT,TAMIL_NADU,TN,9208,V
P.J. Cholapuram,TP,TAMIL_NADU,TN,6552,V
P.Mettupalayam,TP,TAMIL_NADU,TN,9115,V
P.N.Patti,TP,TAMIL_NADU,TN,23331,III
Pacode,TP,TAMIL_NADU,TN,22781,III
Padaiveedu,TP,TAMIL_NADU,TN,10066,IV
Padirikuppam,CT,TAMIL_NADU,TN,16075,IV
Padmanabhapuram,M,TAMIL_NADU,TN,20075,III
Palaganangudy,CT,TAMIL_NADU,TN,9210,V
Palakkodu,TP,TAMIL_NADU,TN,18667,IV
Palamedu,TP,TAMIL_NADU,TN,8183,V
Palani,M,TAMIL_NADU,TN,67231,II
Palani Chettipatti,TP,TAMIL_NADU,TN,11750,IV
Palayam,TP,TAMIL_NADU,TN,13300,IV
Palladam,TP,TAMIL_NADU,TN,30016,III
Pallapalayam,TP,TAMIL_NADU,TN,6505,V
Pallapatti,CT,TAMIL_NADU,TN,24326,III
Pallapatti,CT,TAMIL_NADU,TN,11834,IV
Pallapatti,TP,TAMIL_NADU,TN,19039,IV
Pallikonda,TP,TAMIL_NADU,TN,20771,III
Pallipattu,TP,TAMIL_NADU,TN,8654,V
Panagudi,TP,TAMIL_NADU,TN,25501,III
Panaimarathupatti,TP,TAMIL_NADU,TN,8125,V
Panapakkam,TP,TAMIL_NADU,TN,10151,IV
Panboli,TP,TAMIL_NADU,TN,8553,V
Pandamangalam,TP,TAMIL_NADU,TN,5952,V
Pannaikadu,TP,TAMIL_NADU,TN,9473,V
Pannaipuram,TP,TAMIL_NADU,TN,8347,V
Panruti,M,TAMIL_NADU,TN,55346,II
Papanasam,TP,TAMIL_NADU,TN,16404,IV
Papparapatti,TP,TAMIL_NADU,TN,11276,IV
Pappireddipatti,TP,TAMIL_NADU,TN,8583,V
Paramakudi,M,TAMIL_NADU,TN,84321,II
Paramathi,TP,TAMIL_NADU,TN,11124,IV
Parangipettai,TP,TAMIL_NADU,TN,20912,III
Pasur,TP,TAMIL_NADU,TN,3870,VI
Pathamadai,TP,TAMIL_NADU,TN,14957,IV
Pattinam,TP,TAMIL_NADU,TN,8213,V
Pattiveeranpatti,TP,TAMIL_NADU,TN,7772,V
Pattukkottai,M,TAMIL_NADU,TN,65533,II
Pazhugal,TP,TAMIL_NADU,TN,17686,IV
Pennadam,TP,TAMIL_NADU,TN,18166,IV
Pennagaram,TP,TAMIL_NADU,TN,15306,IV
Pennathur,TP,TAMIL_NADU,TN,8151,V
Peraiyur,TP,TAMIL_NADU,TN,9614,V
Peralam,TP,TAMIL_NADU,TN,5842,V
Perambalur,TP,TAMIL_NADU,TN,37631,III
Peranamallur,TP,TAMIL_NADU,TN,5557,V
Peravurani,TP,TAMIL_NADU,TN,21045,III
Periya Negamam,TP,TAMIL_NADU,TN,7683,V
Periyakodiveri,TP,TAMIL_NADU,TN,12405,IV
Periyakulam,M,TAMIL_NADU,TN,42012,III
Periyapatti,CT,TAMIL_NADU,TN,5772,V
Periyasemur,TP,TAMIL_NADU,TN,32024,III
Pernampattu,TP,TAMIL_NADU,TN,41499,III
Perumagalur,TP,TAMIL_NADU,TN,5405,V
Perumandi,CT,TAMIL_NADU,TN,7001,V
Perumuchi,CT,TAMIL_NADU,TN,7655,V
Perundurai,TP,TAMIL_NADU,TN,16943,IV
Perungulam,TP,TAMIL_NADU,TN,6452,V
Pethampalayam,TP,TAMIL_NADU,TN,7120,V
Pethanaickenpalayam,TP,TAMIL_NADU,TN,16396,IV
Pillanallur,TP,TAMIL_NADU,TN,9161,V
Pollachi,UA,TAMIL_NADU,TN,128458,I
Polur,TP,TAMIL_NADU,TN,25505,III
Ponmani,TP,TAMIL_NADU,TN,13480,IV
Ponnamaravathi,TP,TAMIL_NADU,TN,11776,IV
Ponnampatti,TP,TAMIL_NADU,TN,10660,IV
Ponneri,TP,TAMIL_NADU,TN,24309,III
Poolambadi,TP,TAMIL_NADU,TN,10027,IV
Poolampatti,TP,TAMIL_NADU,TN,8999,V
Pooluvapatti,TP,TAMIL_NADU,TN,11964,IV
Pothanur,TP,TAMIL_NADU,TN,13728,IV
Pothatturpettai,TP,TAMIL_NADU,TN,18715,IV
Pudukadai,TP,TAMIL_NADU,TN,9037,V
Pudukkottai,CT,TAMIL_NADU,TN,17607,IV
Pudukkottai,M,TAMIL_NADU,TN,109217,I
Pudupalayam,TP,TAMIL_NADU,TN,10005,IV
Pudupalayam Agraharam,CT,TAMIL_NADU,TN,5419,V
Pudupatti,TP,TAMIL_NADU,TN,10015,IV
Pudupattinam,CT,TAMIL_NADU,TN,20901,III
Pudur S,TP,TAMIL_NADU,TN,11110,IV
Puliyankudi,M,TAMIL_NADU,TN,60080,II
Puliyur,TP,TAMIL_NADU,TN,11491,IV
Pullampadi,TP,TAMIL_NADU,TN,11215,IV
Punjai Thottakurichi,TP,TAMIL_NADU,TN,9649,V
Punjaipugalur,TP,TAMIL_NADU,TN,20309,III
Punjaipuliampatti,TP,TAMIL_NADU,TN,14832,IV
Puthalam,TP,TAMIL_NADU,TN,11835,IV
Puvalur,TP,TAMIL_NADU,TN,8906,V
R.Pudupatti,TP,TAMIL_NADU,TN,11915,IV
R.S.Mangalam,TP,TAMIL_NADU,TN,11043,IV
Rajapalayam,M,TAMIL_NADU,TN,122307,I
Ramanathapuram,M,TAMIL_NADU,TN,62050,II
Rameswaram,TP,TAMIL_NADU,TN,37968,III
Rasipuram,M,TAMIL_NADU,TN,46330,III
Rayagiri,TP,TAMIL_NADU,TN,10855,IV
Reethapuram,TP,TAMIL_NADU,TN,11887,IV
Rosalpatti,CT,TAMIL_NADU,TN,19701,IV
Rudravathi,TP,TAMIL_NADU,TN,6107,V
S. Kannanur,TP,TAMIL_NADU,TN,11782,IV
S.Kodikulam,TP,TAMIL_NADU,TN,11988,IV
Salangapalayam,TP,TAMIL_NADU,TN,14702,IV
Salem,UA,TAMIL_NADU,TN,751438,I
Samalapuram,TP,TAMIL_NADU,TN,14705,IV
Samathur,TP,TAMIL_NADU,TN,5812,V
Sambavar Vadagarai,TP,TAMIL_NADU,TN,14647,IV
Sankaramanallur,TP,TAMIL_NADU,TN,9543,V
Sankarankoil,M,TAMIL_NADU,TN,53606,II
Sankarapuram,TP,TAMIL_NADU,TN,12263,IV
Sankari,TP,TAMIL_NADU,TN,27454,III
Sarcarsamakulam,TP,TAMIL_NADU,TN,7982,V
Sathankulam,TP,TAMIL_NADU,TN,14206,IV
Sathiyavijayanagaram,CT,TAMIL_NADU,TN,5681,V
Sathyamangalam,M,TAMIL_NADU,TN,33722,III
Sattur,M,TAMIL_NADU,TN,31443,III
Sayalgudi,TP,TAMIL_NADU,TN,12052,IV
Sayapuram,TP,TAMIL_NADU,TN,12771,IV
Seerapalli,TP,TAMIL_NADU,TN,11753,IV
Seithur,TP,TAMIL_NADU,TN,18012,IV
Semmipalayam,CT,TAMIL_NADU,TN,6184,V
Senthamangalam,TP,TAMIL_NADU,TN,18116,IV
Sentharapatti,TP,TAMIL_NADU,TN,13896,IV
Senur,CT,TAMIL_NADU,TN,7569,V
